timestamp	close	rsi	so	wr	emacd
2021-05-13 01:50:00	1.6331	37.87	65.55	-34.45	-0.0010827343359933583
2021-05-13 01:55:00	1.64425	39.88	91.72	-8.28	-0.0022295198319063625
2021-05-13 02:00:00	1.64236	35.44	87.28	-12.72	-0.0022982574382701525
2021-05-13 02:05:00	1.65452	43.19	100.0	-0.0	-0.00030834435735894485
2021-05-13 02:10:00	1.6636	44.9	98.91	-1.09	0.003074363454062326
2021-05-13 02:15:00	1.65395	39.56	78.2	-21.8	0.0027835430460406534
2021-05-13 02:20:00	1.64819	45.21	66.07	-33.93	0.004486003266539574
2021-05-13 02:25:00	1.65444	43.21	79.23	-20.77	0.004945316697201753
2021-05-13 02:30:00	1.64509	40.32	59.54	-40.46	0.0043204909024533444
2021-05-13 02:35:00	1.64666	41.69	62.85	-37.15	0.0023543414097976657
2021-05-13 02:40:00	1.66	46.03	90.94	-9.06	-0.0005694254245691161
2021-05-13 02:45:00	1.656	52.16	81.93	-18.07	-0.0024535917032856153
2021-05-13 02:50:00	1.6535	58.37	75.24	-24.76	-0.0034024033684579708
2021-05-13 02:55:00	1.64812	57.75	54.19	-45.81	-0.003005021771155879
2021-05-13 03:00:00	1.63258	54.56	6.76	-93.24	-0.001977591828797228
2021-05-13 03:05:00	1.63726	50.52	20.52	-79.48	0.0006294577344428919
2021-05-13 03:10:00	1.62762	55.95	7.44	-92.56	0.004119280505652641
2021-05-13 03:15:00	1.61793	53.13	0.0	-100.0	0.006192537806211507
2021-05-13 03:20:00	1.61812	46.57	3.47	-96.53	0.007367917387312217
2021-05-13 03:25:00	1.61415	49.71	0.0	-100.0	0.00876326730165167
2021-05-13 03:30:00	1.61828	47.76	13.23	-86.77	0.00847718866733561
2021-05-13 03:35:00	1.60638	43.19	0.0	-100.0	0.008397007058337303
2021-05-13 03:40:00	1.60206	45.14	0.0	-100.0	0.009718168990473335
2021-05-13 03:45:00	1.61598	50.07	22.89	-77.11	0.010325558763748055
2021-05-13 03:50:00	1.62456	49.64	36.99	-63.01	0.010327697189585958
2021-05-13 03:55:00	1.63671	51.14	59.91	-40.09	0.009217996897010021
2021-05-13 04:00:00	1.64871	51.16	90.18	-9.82	0.006530556390683343
2021-05-13 04:05:00	1.65095	48.23	89.17	-10.83	0.004012341491876634
2021-05-13 04:10:00	1.65145	56.81	90.08	-9.92	0.001221306703450371
2021-05-13 04:15:00	1.6581	57.2	100.0	-0.0	-0.0026412034680913833
2021-05-13 04:20:00	1.6562	57.7	90.19	-9.81	-0.006166039599766198
2021-05-13 04:25:00	1.66284	61.36	97.08	-2.92	-0.00913453498235186
2021-05-13 04:30:00	1.6534	61.15	82.0	-18.0	-0.010460073900889093
2021-05-13 04:35:00	1.6513	60.79	78.65	-21.35	-0.012210060178385676
2021-05-13 04:40:00	1.63961	58.71	59.97	-40.03	-0.012932627951958835
2021-05-13 04:45:00	1.63782	66.51	57.12	-42.88	-0.012317072502825098
2021-05-13 04:50:00	1.63645	69.6	54.08	-45.92	-0.011325392547865085
2021-05-13 04:55:00	1.64805	68.46	68.08	-31.92	-0.009729629867713516
2021-05-13 05:00:00	1.65847	68.31	84.46	-15.54	-0.007791990357879086
2021-05-13 05:05:00	1.67052	68.74	100.0	-0.0	-0.006299854349950788
2021-05-13 05:10:00	1.67439	65.2	89.39	-10.61	-0.0047204721629300166
2021-05-13 05:15:00	1.67701	69.0	87.45	-12.55	-0.003182162876869451
2021-05-13 05:20:00	1.681	63.48	88.58	-11.42	-0.002038211255601814
2021-05-13 05:25:00	1.68509	63.06	90.32	-9.68	-0.0006034261022528336
2021-05-13 05:30:00	1.68257	63.86	85.72	-14.28	-9.561311529223543e-05
2021-05-13 05:35:00	1.69152	66.42	98.94	-1.06	-0.00018100447748701544
2021-05-13 05:40:00	1.68689	69.28	87.67	-12.33	-0.00118717829387348
2021-05-13 05:45:00	1.68702	70.12	86.77	-13.23	-0.0018486985508675002
2021-05-13 05:50:00	1.69549	80.45	100.0	-0.0	-0.0027765448576266265
2021-05-13 05:55:00	1.70483	78.44	96.08	-3.92	-0.0035802273045919264
2021-05-13 06:00:00	1.71486	77.56	100.0	-0.0	-0.004164702723433215
2021-05-13 06:05:00	1.71363	79.73	89.66	-10.34	-0.004088249003157622
2021-05-13 06:10:00	1.70807	76.11	79.54	-20.46	-0.003762390796617412
2021-05-13 06:15:00	1.72264	75.49	100.0	-0.0	-0.003836529795415558
2021-05-13 06:20:00	1.70456	62.82	61.68	-38.32	-0.0028364100378463417
2021-05-13 06:25:00	1.70803	57.22	66.02	-33.98	-0.002052504628226738
2021-05-13 06:30:00	1.70217	60.62	53.49	-46.51	-0.0012683753330093514
2021-05-13 06:35:00	1.69544	62.85	39.11	-60.89	5.8047348956973e-05
2021-05-13 06:40:00	1.70429	60.22	55.38	-44.62	0.0007625559910829395
2021-05-13 06:45:00	1.70994	57.81	62.23	-37.77	0.0011306810248570796
2021-05-13 06:50:00	1.72256	59.18	96.29	-3.71	0.0019146249581687494
2021-05-13 06:55:00	1.73604	57.47	94.17	-5.83	0.0027523608478986113
2021-05-13 07:00:00	1.73927	55.4	96.37	-3.63	0.004004543558780115
2021-05-13 07:05:00	1.73077	54.32	78.95	-21.05	0.004902807494437087
2021-05-13 07:10:00	1.73424	51.4	86.07	-13.93	0.004699860140429137
2021-05-13 07:15:00	1.72386	46.87	64.8	-35.2	0.0055116790848842995
2021-05-13 07:20:00	1.71984	47.05	56.56	-43.44	0.004897571685836034
2021-05-13 07:25:00	1.72732	42.55	71.89	-28.11	0.004156127013125007
2021-05-13 07:30:00	1.72579	53.01	68.75	-31.25	0.002906622916760842
2021-05-13 07:35:00	1.71508	53.4	46.8	-53.2	0.0015765922388344435
2021-05-13 07:40:00	1.70933	51.48	35.02	-64.98	0.0014027593423264744
2021-05-13 07:45:00	1.71493	48.95	41.56	-58.44	0.0012639841775943274
2021-05-13 07:50:00	1.71409	50.36	38.88	-61.12	0.0023939084192444934
2021-05-13 07:55:00	1.72804	52.57	61.9	-38.1	0.0038491906237867954
2021-05-13 08:00:00	1.73464	48.28	69.06	-30.94	0.004958233732557953
2021-05-13 08:05:00	1.71843	37.47	28.67	-71.33	0.00560671980596973
2021-05-13 08:10:00	1.70667	39.72	8.47	-91.53	0.0065022331589217105
2021-05-13 08:15:00	1.69131	37.77	0.46	-99.54	0.00703565155457494
2021-05-13 08:20:00	1.69938	39.84	19.35	-80.65	0.006879838481907078
2021-05-13 08:25:00	1.69876	42.5	18.3	-81.7	0.006719769009358067
2021-05-13 08:30:00	1.69858	43.48	18.0	-82.0	0.006963871437156944
2021-05-13 08:35:00	1.6972	42.75	15.66	-84.34	0.006318763297755202
2021-05-13 08:40:00	1.68521	38.82	3.65	-96.35	0.006056586318141648
2021-05-13 08:45:00	1.68323	41.01	10.76	-89.24	0.006578374086753294
2021-05-13 08:50:00	1.67725	40.26	2.4	-97.6	0.0069046050475430965
2021-05-13 08:55:00	1.65919	39.95	13.23	-86.77	0.008786643633696602
2021-05-13 09:00:00	1.68146	46.9	35.22	-64.78	0.009623162406769881
2021-05-13 09:05:00	1.67001	46.74	23.92	-76.08	0.009089025798932029
2021-05-13 09:10:00	1.65126	45.57	6.13	-93.87	0.00831678887007234
2021-05-13 09:15:00	1.66986	50.46	33.92	-66.08	0.006044727559670187
2021-05-13 09:20:00	1.66733	48.1	35.0	-65.0	0.004533807377071125
2021-05-13 09:25:00	1.67591	47.93	49.59	-50.41	0.003130073094183259
2021-05-13 09:30:00	1.69589	49.58	82.48	-17.52	0.0012884036491916696
2021-05-13 09:35:00	1.6809	45.28	62.13	-37.87	-1.0764163879291994e-05
2021-05-13 09:40:00	1.65569	39.25	18.27	-81.73	-0.000672412413705123
2021-05-13 09:45:00	1.63388	41.48	0.87	-99.13	9.911082196136997e-05
2021-05-13 09:50:00	1.61	39.33	12.5	-87.5	0.0016332369698050589
2021-05-13 09:55:00	1.61673	34.75	19.29	-80.71	0.001307569208354814
2021-05-13 10:00:00	1.64571	37.13	47.38	-52.62	0.001470240160831436
2021-05-13 10:05:00	1.6712	40.8	72.09	-27.91	-0.0007380857051921992
2021-05-13 10:10:00	1.67597	38.11	76.72	-23.28	-0.004491983663970987
2021-05-13 10:15:00	1.68165	33.85	82.22	-17.78	-0.006136969540173211
2021-05-13 10:20:00	1.67394	35.68	74.75	-25.25	-0.007040582310663714
2021-05-13 10:25:00	1.68834	37.53	88.71	-11.29	-0.007182045470283064
2021-05-13 10:30:00	1.6662	39.01	67.25	-32.75	-0.004997974580332319
2021-05-13 10:35:00	1.68763	42.25	88.02	-11.98	-0.004693190603302559
2021-05-13 10:40:00	1.72293	47.12	100.0	-0.0	-0.007575676835586617
2021-05-13 10:45:00	1.73665	45.07	95.17	-4.83	-0.012017742308379105
2021-05-13 10:50:00	1.74005	44.24	93.66	-6.34	-0.017426568275598835
2021-05-13 10:55:00	1.79736	49.94	98.7	-1.3	-0.024065382912989115
2021-05-13 11:00:00	1.79111	59.19	95.62	-4.38	-0.027184494234014023
2021-05-13 11:05:00	1.78796	65.95	72.37	-27.63	-0.027012027385706815
2021-05-13 11:10:00	1.82192	66.32	86.42	-13.58	-0.028199910927043
2021-05-13 11:15:00	1.82307	63.4	85.6	-14.4	-0.027736248330954096
2021-05-13 11:20:00	1.77853	54.29	61.77	-38.23	-0.024879915318482056
2021-05-13 11:25:00	1.78123	53.95	63.21	-36.79	-0.02179450517933333
2021-05-13 11:30:00	1.76136	52.63	52.59	-47.41	-0.01986982732224405
2021-05-13 11:35:00	1.78403	52.87	64.71	-35.29	-0.01804548022664381
2021-05-13 11:40:00	1.78575	51.37	64.87	-35.13	-0.015111846391167152
2021-05-13 11:45:00	1.78943	48.91	63.45	-36.55	-0.0114569661882582
2021-05-13 11:50:00	1.81371	46.59	71.25	-28.75	-0.008161157615771707
2021-05-13 11:55:00	1.80675	51.85	63.01	-36.99	-0.0003376720095392971
2021-05-13 12:00:00	1.82637	54.41	78.45	-21.55	0.005750431129725328
2021-05-13 12:05:00	1.86803	51.46	98.49	-1.51	0.008690067503273557
2021-05-13 12:10:00	1.85859	51.81	86.13	-13.87	0.012814063164354253
2021-05-13 12:15:00	1.85098	52.38	79.7	-20.3	0.015404100551669457
2021-05-13 12:20:00	1.83584	50.7	66.9	-33.1	0.014192232755448203
2021-05-13 12:25:00	1.83609	57.1	67.11	-32.89	0.012625046011383152
2021-05-13 12:30:00	1.8275	71.92	59.85	-40.15	0.01001405468925843
2021-05-13 12:35:00	1.8205	74.01	53.93	-46.07	0.008818535181581127
2021-05-13 12:40:00	1.81519	79.64	49.44	-50.56	0.009145307501251122
2021-05-13 12:45:00	1.80148	75.92	27.14	-72.86	0.009792648607542115
2021-05-13 12:50:00	1.83472	81.61	60.08	-39.92	0.009663402218937855
2021-05-13 12:55:00	1.83581	85.32	56.47	-43.53	0.008792674172908084
2021-05-13 13:00:00	1.81178	82.57	26.5	-73.5	0.010573969913733827
2021-05-13 13:05:00	1.81411	77.48	23.49	-76.51	0.013099545087153913
2021-05-13 13:10:00	1.81469	80.0	24.21	-75.79	0.014697905951812956
2021-05-13 13:15:00	1.78701	70.31	7.38	-92.62	0.01648094210305741
2021-05-13 13:20:00	1.79598	64.65	18.2	-81.8	0.01526058367212407
2021-05-13 13:25:00	1.81011	62.12	34.3	-65.7	0.013562053312586187
2021-05-13 13:30:00	1.82464	63.04	71.68	-28.32	0.012362066290491615
2021-05-13 13:35:00	1.81249	59.42	56.97	-43.03	0.011095114422714157
2021-05-13 13:40:00	1.80913	58.73	51.08	-48.92	0.010195657880147906
2021-05-13 13:45:00	1.81222	60.22	56.5	-43.5	0.007562086939895945
2021-05-13 13:50:00	1.80809	60.92	49.25	-50.75	0.008048041040869258
2021-05-13 13:55:00	1.80143	63.1	37.58	-62.42	0.008919943013010828
2021-05-13 14:00:00	1.8182	56.16	66.98	-33.02	0.006729543255789574
2021-05-13 14:05:00	1.80817	53.64	50.33	-49.67	0.005648460343148375
2021-05-13 14:10:00	1.82438	60.86	92.48	-7.52	0.003416073877201468
2021-05-13 14:15:00	1.83599	64.54	94.61	-5.39	-0.0024355429823248956
2021-05-13 14:20:00	1.84964	62.35	95.87	-4.13	-0.007045525574073945
2021-05-13 14:25:00	1.83807	67.61	77.33	-22.67	-0.009090683717564437
2021-05-13 14:30:00	1.827	68.74	56.63	-43.37	-0.00876381516476624
2021-05-13 14:35:00	1.83529	68.71	67.86	-32.14	-0.009274515179174034
2021-05-13 14:40:00	1.83436	70.5	66.14	-33.86	-0.009118402459872211
2021-05-13 14:45:00	1.86242	75.71	96.2	-3.8	-0.009448639576080876
2021-05-13 14:50:00	1.87189	73.92	90.03	-9.97	-0.009934045689210054
2021-05-13 14:55:00	1.86547	70.21	78.17	-21.83	-0.009937475654833574
2021-05-13 15:00:00	1.83621	59.95	43.93	-56.07	-0.00894020230966238
2021-05-13 15:05:00	1.85139	57.13	60.45	-39.55	-0.00970413239216459
2021-05-13 15:10:00	1.869	57.69	81.04	-18.96	-0.009126986185967578
2021-05-13 15:15:00	1.89457	58.3	94.32	-5.68	-0.00867996401849105
2021-05-13 15:20:00	1.89934	56.55	86.14	-13.86	-0.007447429353012278
2021-05-13 15:25:00	1.945	60.19	100.0	-0.0	-0.008052143354156688
2021-05-13 15:30:00	1.91	55.18	73.39	-26.61	-0.008359574418049884
2021-05-13 15:35:00	1.92686	53.25	86.21	-13.79	-0.009276260119339297
2021-05-13 15:40:00	1.95418	50.76	96.69	-3.31	-0.01181992671121838
2021-05-13 15:45:00	1.92625	49.79	75.19	-24.81	-0.01035869648630099
2021-05-13 15:50:00	1.91285	46.65	63.71	-36.29	-0.007774975046510712
2021-05-13 15:55:00	1.93413	45.88	80.0	-20.0	-0.006854201690557872
2021-05-13 16:00:00	1.90858	47.26	59.38	-40.62	-0.00702555621516511
2021-05-13 16:05:00	1.89604	46.86	49.26	-50.74	-0.005201245154928653
2021-05-13 16:10:00	1.90384	46.33	55.55	-44.45	-0.0032624516768064854
2021-05-13 16:15:00	1.90534	44.25	51.43	-48.57	0.0005306859103955952
2021-05-13 16:20:00	1.893	46.26	36.21	-63.79	0.0039503164283405875
2021-05-13 16:25:00	1.90349	42.27	37.47	-62.53	0.009030606105005314
2021-05-13 16:30:00	1.91802	44.01	53.87	-46.13	0.00969238453670862
2021-05-13 16:35:00	1.92394	36.71	60.55	-39.45	0.011609927315701186
2021-05-13 16:40:00	1.87405	34.27	7.49	-92.51	0.01741269936760885
2021-05-13 16:45:00	1.86672	35.49	30.78	-69.22	0.019970218328911497
2021-05-13 16:50:00	1.85327	32.58	20.68	-79.32	0.02140816966735632
2021-05-13 16:55:00	1.85506	31.4	23.6	-76.4	0.02280221413392792
2021-05-13 17:00:00	1.84461	32.76	15.19	-84.81	0.02201010076857674
2021-05-13 17:05:00	1.83859	28.49	10.35	-89.65	0.020624617627004023
2021-05-13 17:10:00	1.84806	31.1	20.05	-79.95	0.020697263468447046
2021-05-13 17:15:00	1.88874	41.93	56.57	-43.43	0.01838941714044555
2021-05-13 17:20:00	1.86572	41.97	35.9	-64.1	0.01556270859603333
2021-05-13 17:25:00	1.83921	43.42	12.1	-87.9	0.01440037350430864
2021-05-13 17:30:00	1.81938	41.97	5.03	-94.97	0.015270014060048426
2021-05-13 17:35:00	1.81702	46.99	5.52	-94.48	0.015170842015771107
2021-05-13 17:40:00	1.83981	48.42	23.45	-76.55	0.011921051270242861
2021-05-13 17:45:00	1.86191	52.48	44.54	-55.46	0.007127831962189565
2021-05-13 17:50:00	1.85758	59.91	57.78	-42.22	0.0012250319982010198
2021-05-13 17:55:00	1.8675	57.4	69.83	-30.17	-0.0029645467247402316
2021-05-13 18:00:00	1.88955	57.82	92.06	-7.94	-0.007669766415668158
2021-05-13 18:05:00	1.88281	62.56	84.26	-15.74	-0.012526695810745975
2021-05-13 18:10:00	1.90775	61.67	98.27	-1.73	-0.015814388856662316
2021-05-13 18:15:00	1.88097	57.89	69.4	-30.6	-0.013461116520914189
2021-05-13 18:20:00	1.90141	59.24	89.39	-10.61	-0.013460369039046627
2021-05-13 18:25:00	1.91571	54.05	95.47	-4.53	-0.015688267445261483
2021-05-13 18:30:00	1.89456	54.6	74.97	-25.03	-0.0176891573936655
2021-05-13 18:35:00	1.88674	59.4	68.04	-31.96	-0.019675898495038764
2021-05-13 18:40:00	1.8683	59.78	51.69	-48.31	-0.019384540931971797
2021-05-13 18:45:00	1.88193	56.38	60.41	-39.59	-0.018240729348211596
2021-05-13 18:50:00	1.8642	54.9	29.42	-70.58	-0.015266631058806665
2021-05-13 18:55:00	1.86322	55.69	15.59	-84.41	-0.011719902319262015
2021-05-13 19:00:00	1.87872	52.75	37.55	-62.45	-0.006713056109572783
2021-05-13 19:05:00	1.88155	51.97	37.22	-62.78	-0.0029295059368464466
2021-05-13 19:10:00	1.88757	48.38	46.2	-53.8	0.0020312775447180534
2021-05-13 19:15:00	1.89634	44.99	59.59	-40.41	0.0038031951374606007
2021-05-13 19:20:00	1.90046	40.23	65.89	-34.11	0.005779292352792405
2021-05-13 19:25:00	1.90135	41.12	67.25	-32.75	0.006677528968454867
2021-05-13 19:30:00	1.91381	40.0	86.28	-13.72	0.005746823398612251
2021-05-13 19:35:00	1.88844	37.06	47.53	-52.47	0.006024839005584443
2021-05-13 19:40:00	1.89263	37.43	58.79	-41.21	0.005277516419596853
2021-05-13 19:45:00	1.87963	37.6	37.14	-62.86	0.0062609437344086204
2021-05-13 19:50:00	1.87512	43.34	29.29	-70.71	0.005165796849996537
2021-05-13 19:55:00	1.86481	40.54	12.03	-87.97	0.003973472973140312
2021-05-13 20:00:00	1.85245	41.99	3.85	-96.15	0.004678152033295013
2021-05-13 20:05:00	1.86001	38.45	15.05	-84.95	0.004963172923249197
2021-05-13 20:10:00	1.8776	38.05	41.1	-58.9	0.004257462189807006
2021-05-13 20:15:00	1.89139	39.64	61.52	-38.48	0.003868537792936679
2021-05-13 20:20:00	1.8707	37.87	30.88	-69.12	0.003868786329128719
2021-05-13 20:25:00	1.87654	36.29	39.53	-60.47	0.004589687960564824
2021-05-13 20:30:00	1.8896	38.87	58.87	-41.13	0.005091962644631632
2021-05-13 20:35:00	1.8952	43.98	67.17	-32.83	0.002877019050854586
2021-05-13 20:40:00	1.89478	44.06	71.33	-28.67	0.0018611562105800548
2021-05-13 20:45:00	1.88946	49.8	72.67	-27.33	0.0006019352004891132
2021-05-13 20:50:00	1.90464	52.07	99.19	-0.81	-0.0007189930638799246
2021-05-13 20:55:00	1.91455	53.86	100.0	-0.0	-0.003506995163633122
2021-05-13 21:00:00	1.91144	53.37	93.63	-6.37	-0.00607667666572625
2021-05-13 21:05:00	1.92178	56.66	99.81	-0.19	-0.008003621508291677
2021-05-13 21:10:00	1.91729	62.66	72.62	-27.38	-0.008445819333795398
2021-05-13 21:15:00	1.90021	57.38	47.49	-52.51	-0.006904933248935423
2021-05-13 21:20:00	1.91362	55.02	65.19	-34.81	-0.007786922624887001
2021-05-13 21:25:00	1.89791	51.52	44.46	-55.54	-0.007642484282328769
2021-05-13 21:30:00	1.90582	53.77	54.9	-45.1	-0.006874649384668827
2021-05-13 21:35:00	1.92684	59.22	79.11	-20.89	-0.006551146361708213
2021-05-13 21:40:00	1.91691	58.8	63.36	-36.64	-0.006426425650742362
2021-05-13 21:45:00	1.93395	55.43	90.4	-9.6	-0.006659873513263755
2021-05-13 21:50:00	1.93396	55.97	88.97	-11.03	-0.006016327763449975
2021-05-13 21:55:00	1.945	53.68	94.8	-5.2	-0.004741351249398486
2021-05-13 22:00:00	1.93056	52.17	71.24	-28.76	-0.0029657341373143936
2021-05-13 22:05:00	1.91976	51.19	45.35	-54.65	1.3996985214738411e-05
2021-05-13 22:10:00	1.91665	50.9	39.37	-60.63	0.0027633824751070978
2021-05-13 22:15:00	1.92657	48.91	58.44	-41.56	0.0031846298656894242
2021-05-13 22:20:00	1.94804	49.93	98.15	-1.85	0.002916601687093911
2021-05-13 22:25:00	1.94883	51.32	97.83	-2.17	0.0008060819802086332
2021-05-13 22:30:00	1.96359	53.54	98.39	-1.61	-0.0005904626461148074
2021-05-13 22:35:00	1.96994	55.91	85.17	-14.83	-0.0008394721947117753
2021-05-13 22:40:00	1.95547	54.32	64.49	-35.51	-0.001697231599577128
2021-05-13 22:45:00	1.92323	43.17	14.79	-85.21	-6.228829345253373e-05
2021-05-13 22:50:00	1.90831	41.98	2.09	-97.91	0.0022178387631788324
2021-05-13 22:55:00	1.902	42.87	7.34	-92.66	0.005735658885491945
2021-05-13 23:00:00	1.87888	38.02	18.37	-81.63	0.008174751285403936
2021-05-13 23:05:00	1.88539	37.6	23.48	-76.52	0.008828641933721907
2021-05-13 23:10:00	1.90215	40.05	36.65	-63.35	0.008270265074149796
2021-05-13 23:15:00	1.90539	35.94	39.2	-60.8	0.00773141341194904
2021-05-13 23:20:00	1.88976	33.24	26.92	-73.08	0.009435233713001765
2021-05-13 23:25:00	1.90442	35.39	38.43	-61.57	0.010700149209653072
2021-05-13 23:30:00	1.90516	35.9	39.02	-60.98	0.012360468651636487
2021-05-13 23:35:00	1.92439	41.43	54.12	-45.88	0.014052872043022573
2021-05-13 23:40:00	1.93135	39.31	59.59	-40.41	0.014041328820349357
2021-05-13 23:45:00	1.92617	42.96	61.14	-38.86	0.011162962460258522
2021-05-13 23:50:00	1.93344	41.21	75.38	-24.62	0.007451930220729852
2021-05-13 23:55:00	1.92948	48.43	84.72	-15.28	0.003103839202209786
2021-05-14 00:00:00	1.95058	52.45	100.0	-0.0	-0.00340082370332348
2021-05-14 00:05:00	1.91956	44.56	67.37	-32.63	-0.007549085531924113
2021-05-14 00:10:00	1.90092	45.24	44.2	-55.8	-0.008362729946955208
2021-05-14 00:15:00	1.90967	45.78	44.32	-55.68	-0.00829481278868256
2021-05-14 00:20:00	1.92	43.58	58.38	-41.62	-0.009072567204936295
2021-05-14 00:25:00	1.905	46.37	37.97	-62.03	-0.007906305368959312
2021-05-14 00:30:00	1.916	47.08	46.03	-53.97	-0.007791145599901044
2021-05-14 00:35:00	1.91866	43.29	48.87	-51.13	-0.006308257478489621
2021-05-14 00:40:00	1.91197	42.27	38.15	-61.85	-0.004745427882263838
2021-05-14 00:45:00	1.89653	38.58	13.42	-86.58	-0.0037198394512822945
2021-05-14 00:50:00	1.89616	42.06	21.48	-78.52	-0.0020311380585983814
2021-05-14 00:55:00	1.88228	39.77	1.68	-98.32	0.0008146122596237035
2021-05-14 01:00:00	1.88257	37.77	13.39	-86.61	0.005379074552253704
2021-05-14 01:05:00	1.88381	33.22	14.96	-85.04	0.007025577572223352
2021-05-14 01:10:00	1.89145	27.7	25.05	-74.95	0.007426304260621888
2021-05-14 01:15:00	1.89246	29.31	40.08	-59.92	0.007833303381655282
2021-05-14 01:20:00	1.89803	34.98	51.02	-48.98	0.007944292708084022
2021-05-14 01:25:00	1.89796	31.32	50.88	-49.12	0.006607982747611583
2021-05-14 01:30:00	1.89476	32.6	44.6	-55.4	0.00667650107562718
2021-05-14 01:35:00	1.89206	38.63	39.29	-60.71	0.006421385281956274
2021-05-14 01:40:00	1.88223	31.76	19.98	-80.02	0.006105653455278873
2021-05-14 01:45:00	1.87577	32.41	19.74	-80.26	0.004587448772607517
2021-05-14 01:50:00	1.87839	28.54	26.32	-73.68	0.002967948679872632
2021-05-14 01:55:00	1.89309	40.73	70.13	-29.87	0.00011387887938889805
